date,n,mz_r2,mz_intcpt,mz_slope,mz_int_se,dm_stat,dm_pval,kill_switch
2021-01-31,251,0.1851,49.7271,0.4199,10.7429,-1.0989,0.2718,True
2021-02-28,251,0.4642,11.6443,0.4936,6.4665,-1.013,0.311,True
2021-03-31,252,0.0012,32.1014,-0.019,2.7037,-0.8927,0.372,True
2021-04-30,253,0.2436,6.2008,0.2872,2.3457,3.9601,0.0001,True
2021-05-31,253,0.1896,7.5516,0.2267,2.0171,3.824,0.0001,True
2021-06-30,253,0.2338,4.3858,0.2597,1.7888,4.8937,0.0,True
2021-07-31,252,0.3992,0.1189,0.3537,1.5568,4.5316,0.0,True
2021-08-31,253,0.4576,-0.5629,0.3412,1.2773,4.2686,0.0,True
2021-09-30,253,0.3793,0.4031,0.3227,1.3106,4.2748,0.0,True
2021-10-31,252,0.1894,3.6349,0.217,1.2753,6.4578,0.0,True
2021-11-30,253,0.1201,3.5564,0.258,1.8497,6.7189,0.0,True
2021-12-31,253,0.129,3.9911,0.2666,1.8219,7.4179,0.0,True
2022-01-31,254,0.1357,1.1224,0.3769,2.4573,5.2337,0.0,True
2022-02-28,254,0.1355,-3.0258,0.5293,3.4131,3.8743,0.0001,True
2022-03-31,254,0.0872,2.4484,0.453,3.6389,2.8366,0.0046,True
2022-04-30,252,0.0145,35.8342,-0.2739,5.5277,3.0138,0.0026,True
2022-05-31,253,0.0144,19.8929,0.2899,6.0059,2.9984,0.0027,True
2022-06-30,252,0.0148,23.72,0.2659,5.7183,1.8776,0.0604,True
2022-07-31,251,0.0089,28.3875,0.1963,5.5169,0.9202,0.3574,True
2022-08-31,252,0.0,39.3573,0.0075,5.0546,0.6259,0.5314,True
2022-09-30,252,0.0,43.5538,0.0039,5.0505,0.4854,0.6274,True
2022-10-31,252,0.0003,47.2589,0.0284,4.5804,0.014,0.9888,True
2022-11-30,252,0.0042,54.1987,-0.1046,4.5658,-0.2574,0.7969,True
2022-12-31,251,0.0002,49.2846,0.0223,4.4254,-0.967,0.3335,True
2023-01-31,251,0.0188,39.5261,0.2305,4.4824,-0.8168,0.414,True
2023-02-28,251,0.0511,31.8088,0.3873,4.348,-0.7549,0.4503,True
2023-03-31,251,0.0889,24.081,0.5494,4.5246,-0.5776,0.5636,True
2023-04-30,251,0.4077,0.478,1.0252,3.1613,-1.2604,0.2075,True
2023-05-31,252,0.4254,0.9883,0.9436,2.6197,-1.437,0.1507,True
2023-06-30,252,0.5432,-4.4738,1.1095,2.2213,-1.1665,0.2434,True
2023-07-31,252,0.6076,-5.5016,1.1679,1.9417,-0.6538,0.5133,True
2023-08-31,252,0.6881,-7.304,1.1725,1.5888,-0.736,0.4617,True
2023-09-30,251,0.7614,-5.1999,1.0262,1.0854,-0.9354,0.3496,True
2023-10-31,252,0.625,0.921,0.729,0.9241,-0.9574,0.3384,True
2023-11-30,252,0.5395,1.9088,0.6485,0.8378,-0.7257,0.468,True
2023-12-31,251,0.4261,2.3128,0.6223,0.9042,0.5981,0.5498,True
2024-01-31,252,0.2975,4.7669,0.4813,0.8644,0.5076,0.6117,True
2024-02-29,253,0.1917,6.8454,0.3253,0.736,0.4851,0.6276,True
2024-03-31,250,0.2242,5.5816,0.4128,0.7608,-0.691,0.4896,True
2024-04-30,252,0.1568,6.292,0.3658,0.8075,-0.5608,0.5749,True
2024-05-31,252,0.2595,3.9627,0.5161,0.7892,-1.8667,0.0619,True
2024-06-30,250,0.271,4.4824,0.4989,0.7244,-2.6225,0.0087,True
2024-07-31,252,0.0028,12.0632,0.091,1.5086,-2.3898,0.0169,True
2024-08-31,251,0.0287,11.2982,0.1903,1.0979,-2.2712,0.0231,True
2024-09-30,251,0.0213,11.2432,0.1637,1.114,-2.3102,0.0209,True
2024-10-31,252,0.0082,11.748,0.1056,1.1148,-2.5031,0.0123,True
2024-11-30,251,0.0129,11.6046,0.1335,1.1053,-2.1563,0.0311,True
2024-12-31,252,0.0079,12.7005,0.1052,1.1233,-2.5192,0.0118,True
2025-01-31,252,0.0076,12.7052,0.1042,1.1401,-2.7692,0.0056,True
2025-02-28,252,0.0056,14.2812,0.1052,1.3563,-3.2389,0.0012,True
2025-03-31,252,0.409,-19.8067,3.0582,4.2039,-1.6087,0.1077,True
2025-04-30,251,0.0923,24.4373,0.3288,3.3291,-1.0809,0.2797,True
2025-05-31,250,0.0826,25.2931,0.3102,3.3937,-1.1622,0.2452,True
2025-06-30,251,0.0747,25.0461,0.2978,3.4566,-1.2009,0.2298,True
2025-07-31,251,0.0793,22.1771,0.3123,3.5286,-1.1737,0.2405,True
2025-08-31,250,0.0825,21.0469,0.322,3.5461,-1.1451,0.2522,True
2025-09-30,251,0.0814,21.1431,0.3199,3.5413,-1.1321,0.2576,True
2025-10-31,251,0.0786,21.211,0.3153,3.574,-1.1256,0.2604,True
2025-11-30,250,0.0736,21.2918,0.3062,3.6422,-1.0997,0.2715,True
2025-12-31,251,0.0749,19.9695,0.3125,3.6765,-1.0837,0.2785,True
2026-01-31,247,0.0725,20.2161,0.3084,3.7611,-1.0807,0.2798,True
