date,y_actual,y_hat,error,CV,IVar,VP
2009-03-16,131.08586051157903,172.46388454959958,-41.378024038020556,172.46388454959958,159.43230000000003,-13.031584549599557
2009-03-17,123.39605643939593,170.55884804649594,-47.162791607100004,170.55884804649594,138.72,-31.83884804649594
2009-03-18,133.9318768648284,135.56494507992616,-1.633068215097751,135.56494507992616,133.73363333333336,-1.831311746592803
2009-03-19,135.06730918283776,138.36223641009386,-3.294927227256096,138.36223641009386,158.99519999999998,20.632963589906126
2009-03-20,136.24406527135187,119.41203883084306,16.832026440508812,119.41203883084306,175.49100833333333,56.07896950249027
2009-03-23,89.6353444607573,122.4570807861883,-32.821736325431004,122.4570807861883,155.73607499999997,33.27899421381167
2009-03-24,91.17821408399958,211.62627684867815,-120.44806276467857,211.62627684867815,153.582075,-58.04420184867814
2009-03-25,92.09485153165097,182.6193872661338,-90.52453573448282,182.6193872661338,148.75520833333334,-33.864178932800456
2009-03-26,86.9093791635079,172.79119499762055,-85.88181583411266,172.79119499762055,135.74413333333334,-37.04706166428721
2009-03-27,89.16158219854827,175.36243686760844,-86.20085466906016,175.36243686760844,140.3568,-35.005636867608445
2009-03-30,74.03547746231636,176.46805971673248,-102.43258225441612,176.46805971673248,172.8243,-3.6437597167324896
2009-03-31,72.7185588801926,149.83158448370116,-77.11302560350856,149.83158448370116,162.36163333333334,12.53004884963218
2009-04-01,78.71465321939415,138.81681130717757,-60.10215808778342,138.81681130717757,148.96653333333333,10.149722026155757
2009-04-02,68.19967893495298,137.91129563753063,-69.71161670257764,137.91129563753063,147.28013333333334,9.36883769580271
2009-04-03,70.15759980077895,148.03110068610678,-77.87350088532783,148.03110068610678,131.34083333333334,-16.690267352773446
2009-04-06,69.99079268485268,136.40470830441777,-66.41391561956509,136.40470830441777,139.60540833333332,3.2007000289155485
2009-04-07,69.87345070153708,119.38439010802561,-49.51093940648853,119.38439010802561,135.94600833333334,16.561618225307726
2009-04-08,71.68380693262804,123.08146935764123,-51.39766242501318,123.08146935764123,125.77687500000002,2.695405642358793
2009-04-09,58.4414289429885,116.194942016505,-57.753513073516494,116.194942016505,111.20340833333334,-4.991533683171653
2009-04-13,64.03261120855905,118.42714700186882,-54.39453579330977,118.42714700186882,119.13300833333335,0.7058613314645328
2009-04-14,61.670771737517654,113.31059208653511,-51.639820349017455,113.31059208653511,118.25240833333334,4.941816246798226
2009-04-15,61.24073312982056,112.93214307548519,-51.691409945664624,112.93214307548519,109.02240833333333,-3.909734742151855
2009-04-16,66.28091616858137,106.32407350460043,-40.043157336019064,106.32407350460043,106.743675,0.4196014953995615
2009-04-17,65.91258408366521,108.50748108721001,-42.5948970035448,108.50748108721001,95.99363333333332,-12.51384775387669
2009-04-20,51.264618218654284,87.10096560810835,-35.83634738945407,87.10096560810835,127.9227,40.82173439189165
2009-04-21,49.69171039410705,122.22426829861769,-72.53255790451064,122.22426829861769,114.9483,-7.275968298617684
2009-04-22,48.261761990510756,114.66562600803248,-66.40386401752173,114.66562600803248,120.96750000000002,6.30187399196754
2009-04-23,53.49283634048123,116.12421999793213,-62.6313836574509,116.12421999793213,115.01020833333332,-1.1140116645988059
2009-04-24,52.316809648770864,106.23411449474837,-53.917304845977505,106.23411449474837,112.97603333333335,6.741918838584979
2009-04-27,53.01226667072822,112.37320847270448,-59.36094180197625,112.37320847270448,122.36853333333333,9.995324860628855
2009-04-28,54.735105834388,94.56569646766495,-39.83059063327695,94.56569646766495,120.01687500000003,25.451178532335078
2009-04-29,55.866530105299375,88.96050283806757,-33.093972732768194,88.96050283806757,108.48053333333333,19.520030495265758
2009-04-30,55.99222073305284,92.13527438722731,-36.14305365417447,92.13527438722731,111.02083333333333,18.885558946106016
