date,y_actual,y_hat,error,CV,IVar,VP
2006-01-03,8.11250065978727,8.689877890869653,-0.5773772310823819,8.689877890869653,10.341633333333334,1.6517554424636813
2006-01-04,7.974991758900052,7.835016363406064,0.1399753954939884,7.835016363406064,10.773074999999999,2.9380586365939347
2006-01-05,8.757797228417186,7.976085047563128,0.7817121808540577,7.976085047563128,10.659675000000002,2.683589952436874
2006-01-06,8.817001032961588,7.8871185717156544,0.929882461245934,7.8871185717156544,10.083333333333334,2.1962147616176795
2006-01-09,8.79255723818018,7.553610490200903,1.238946747979277,7.553610490200903,10.323075000000001,2.769464509799098
2006-01-10,8.825605033961887,7.674842943406617,1.1507620905552702,7.674842943406617,9.828299999999999,2.153457056593382
2006-01-11,8.78073762994144,6.869953515321706,1.9107841146197337,6.869953515321706,9.973633333333332,3.103679818011626
2006-01-12,9.524778053987292,6.946127820004907,2.578650233982385,6.946127820004907,10.453333333333331,3.507205513328424
2006-01-13,9.619339943704686,7.317866997740765,2.301472945963921,7.317866997740765,10.509408333333335,3.1915413355925697
2006-01-17,10.105047777467947,7.222994003098777,2.8820537743691697,7.222994003098777,11.820675000000001,4.597680996901224
2006-01-18,9.951534638271344,8.174253128025448,1.7772815102458956,8.174253128025448,12.505208333333334,4.330955205307886
2006-01-19,9.913295779333234,8.693748094576279,1.2195476847569555,8.693748094576279,11.960033333333335,3.2662852387570567
2006-01-20,6.882296731165245,8.312772468424921,-1.430475737259676,8.312772468424921,17.666133333333335,9.353360864908414
2006-01-23,6.779655379835908,12.813238541536347,-6.033583161700439,12.813238541536347,16.17040833333333,3.3571697917969843
2006-01-24,6.815383784447781,11.671141434600498,-4.855757650152717,11.671141434600498,14.763008333333334,3.0918668987328353
2006-01-25,6.81981640253417,10.66419796872519,-3.8443815661910206,10.66419796872519,13.803074999999998,3.1388770312748075
2006-01-26,7.327590859346771,9.952323719318526,-2.624732859971755,9.952323719318526,12.8547,2.902376280681473
2006-01-27,7.066252485816744,9.318624108836012,-2.2523716230192683,9.318624108836012,11.940075,2.621450891163988
2006-01-30,7.064366012435689,8.16160955420715,-1.0972435417714612,8.16160955420715,12.792675000000001,4.631065445792851
2006-01-31,7.063667260018028,8.780293028309245,-1.716625768291217,8.780293028309245,13.975208333333333,5.194915305024088
2006-02-01,7.274361833988735,9.636448642230665,-2.36208680824193,9.636448642230665,12.7308,3.0943513577693356
2006-02-02,5.895290232498392,8.77955771739093,-2.884267484892537,8.77955771739093,14.586075000000001,5.806517282609072
2006-02-03,5.6586725148538655,10.260362653311104,-4.601690138457238,10.260362653311104,13.996800000000002,3.7364373466888985
2006-02-06,5.936309452104845,9.865044590602833,-3.9287351384979887,9.865044590602833,14.170133333333332,4.305088742730499
2006-02-07,5.897917666502809,10.001724876816093,-4.103807210313284,10.001724876816093,15.390675,5.388950123183907
2006-02-08,5.2050824094454935,10.952571281441575,-5.747488871996081,10.952571281441575,13.717408333333333,2.7648370518917584
2006-02-09,6.188911865345808,9.888797224450386,-3.6998853591045773,9.888797224450386,14.344533333333331,4.455736108882945
2006-02-10,6.31336986315092,10.048998013411966,-3.7356281502610456,10.048998013411966,13.803074999999998,3.754076986588032
2006-02-13,6.311282582029847,9.623493246012627,-3.31221066398278,9.623493246012627,14.851875,5.228381753987373
2006-02-14,5.425612714225598,10.361855518259786,-4.936242804034188,10.361855518259786,12.505208333333334,2.1433528150735484
2006-02-15,5.35073293333169,8.725901392501228,-3.3751684591695383,8.725901392501228,12.628008333333334,3.9021069408321054
2006-02-16,5.171648814684512,8.65332446938383,-3.481675654699317,8.65332446938383,10.982533333333334,2.329208863949505
2006-02-17,5.412950966645575,7.5729159988726105,-2.159965032227036,7.5729159988726105,12.020008333333331,4.447092334460721
2006-02-21,5.372081401269936,8.298052215361785,-2.9259708140918494,8.298052215361785,12.834008333333335,4.5359561179715495
2006-02-22,5.081259079865387,8.885245304163615,-3.803986224298227,8.885245304163615,11.761200000000002,2.8759546958363877
2006-02-23,5.0750767012611115,8.231752366925608,-3.1566756656644968,8.231752366925608,11.741408333333332,3.509655966407724
2006-02-24,5.450020054331086,8.198488019470407,-2.748467965139321,8.198488019470407,10.9443,2.7458119805295933
2006-02-27,5.775602418180033,7.537664307910345,-1.7620618897303117,7.537664307910345,11.194008333333334,3.6563440254229898
2006-02-28,5.022204023706751,7.702733077086895,-2.6805290533801447,7.702733077086895,12.689633333333333,4.986900256246438
2006-03-01,4.5791632517739105,8.881330338998074,-4.302167087224164,8.881330338998074,11.097633333333333,2.2163029943352583
2006-03-02,4.614463614126901,7.815610823212548,-3.201147209085647,7.815610823212548,11.446533333333335,3.6309225101207865
2006-03-03,4.9396590578433095,8.036123566654735,-3.096464508811426,8.036123566654735,11.920133333333334,3.8840097666785987
2006-03-06,4.748095299066732,8.394610811213465,-3.646515512146733,8.394610811213465,13.525633333333333,5.131022522119869
2006-03-07,4.73659496279659,9.5702439672662,-4.833649004469609,9.5702439672662,13.3563,3.7860560327338
2006-03-08,5.762029622991317,9.396466091534862,-3.6344364685435444,9.396466091534862,12.648533333333333,3.2520672417984713
2006-03-09,5.431670547059967,8.814036854678932,-3.382366307618965,8.814036854678932,13.398533333333333,4.584496478654401
2006-03-10,5.459790950940859,9.39734864707117,-3.93755769613031,9.39734864707117,11.701875,2.3045263529288302
2006-03-13,5.435259525946833,8.330024030167694,-2.894764504220861,8.330024030167694,10.773074999999999,2.4430509698323046
2006-03-14,4.4218828836193085,7.647978598212595,-3.2260957145932867,7.647978598212595,9.6123,1.9643214017874042
2006-03-15,4.267742045355321,6.980422061020969,-2.712680015665647,6.980422061020969,10.735208333333333,3.754786272312364
2006-03-16,6.744656187272401,7.7552903352299944,-1.0106341479575933,7.7552903352299944,11.960033333333335,4.204742998103341
2006-03-17,6.672808371231159,8.555265143900332,-1.8824567726691726,8.555265143900332,12.2412,3.685934856099667
2006-03-20,6.6674678386250665,8.69468313916837,-2.027215300543304,8.69468313916837,11.583675,2.888991860831629
2006-03-21,6.2976411328150625,8.229498402199674,-1.9318572693846114,8.229498402199674,11.252033333333332,3.0225349311336576
2006-03-22,6.047050713040646,7.897192278923034,-1.8501415658823888,7.897192278923034,10.472008333333335,2.5748160544103005
2006-03-23,6.147967412852846,7.3480832853586895,-1.2001158725058438,7.3480832853586895,10.397408333333333,3.0493250479746434
2006-03-24,6.143613688480002,7.289218399236282,-1.1456047107562801,7.289218399236282,10.434674999999999,3.1454566007637164
2006-03-27,6.3359413050184505,7.317964483412432,-0.9820231783939812,7.317964483412432,10.9443,3.6263355165875684
2006-03-28,5.921353513315149,7.67602020816422,-1.754666694849071,7.67602020816422,11.1747,3.4986797918357793
2006-03-29,5.936599759981165,7.834401585725542,-1.8978018257443763,7.834401585725542,9.991874999999999,2.157473414274457
2006-03-30,6.455607939129811,6.979903797187373,-0.5242958580575623,6.979903797187373,11.155408333333334,4.175504536145961
2006-03-31,6.540280823630546,7.842857520299836,-1.3025766966692895,7.842857520299836,10.811008333333334,2.968150813033498
2006-04-03,6.6345077614649,7.651953714805405,-1.0174459533405047,7.651953714805405,11.155408333333334,3.503454618527929
2006-04-04,6.989645428686192,7.891921597435524,-0.9022761687493324,7.891921597435524,10.341633333333334,2.44971173589781
2006-04-05,6.902490476738563,7.318826456349864,-0.41633597961130153,7.318826456349864,10.323075000000001,3.004248543650137
2006-04-06,6.912264392055478,7.261416688536549,-0.34915229648107093,7.261416688536549,10.925208333333332,3.663791644796783
2006-04-07,5.875054148893295,7.677287017405707,-1.8022328685124123,7.677287017405707,12.525633333333333,4.8483463159276265
2006-04-10,7.313958269863393,8.946813884015356,-1.6328556141519623,8.946813884015356,12.383008333333331,3.4361944493179752
2006-04-11,8.31780490174619,8.82556376144046,-0.5077588596942704,8.82556376144046,14.083333333333334,5.257769571892874
2006-04-12,8.358096220254186,10.10772082079446,-1.7496246005402742,10.10772082079446,13.568133333333334,3.4604125125388734
2006-04-13,8.378869076414183,9.698679761481426,-1.3198106850672424,9.698679761481426,12.772033333333335,3.073353571851909
2006-04-17,12.400488840971498,9.209067162982265,3.191421677989233,9.209067162982265,13.188033333333335,3.97896617035107
2006-04-18,10.110357248782522,9.316905555788736,0.793451692993786,9.316905555788736,10.83,1.513094444211264
2006-04-19,10.469134032790253,8.033191153497171,2.4359428792930817,8.033191153497171,10.678533333333334,2.645342179836163
