date,Logic Gate,Buy-and-Hold,MA Trend,Model_A_d5bps,Model_A_d10bps,Model_A_d20bps,Model_B_d5bps,Model_B_d10bps,Model_B_d20bps,Model_C_d5bps,Model_C_d10bps,Model_C_d20bps
2008-09-19,0.0,0.067648654288,-0.067648654288,0.0,0.0,0.0,-0.067648654288,-0.067648654288,-0.067648654288,-0.0005,-0.0005,-0.0005
2008-09-22,-0.0,-0.02588282504,0.02588282504,-0.0,-0.0,-0.0,0.02588282504,0.02588282504,0.02588282504,0.02588282504,0.02588282504,0.02588282504
2008-09-23,-0.0,-0.022039134912,0.022039134912,-0.0,-0.0,-0.0,0.021539134912,0.021539134912,0.021539134912,0.022039134912,0.022039134912,0.022039134912
2008-09-24,0.0,0.005054759899,-0.005054759899,0.0,0.0,0.0,0.0,0.0,0.0,-0.005054759899,-0.005054759899,-0.005054759899
2008-09-25,0.0,0.01718357083,-0.01718357083,0.0,0.0,0.0,0.0,0.0,0.0,-0.01718357083,-0.01718357083,-0.01718357083
2008-09-26,0.0,0.000824062629,-0.000824062629,0.0,0.0,0.0,0.0,0.0,0.0,-0.000824062629,-0.000824062629,-0.000824062629
2008-09-29,-0.0,-0.078839028407,0.078839028407,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.078339028407,0.078339028407,0.078339028407
2008-09-30,0.0,0.044916201117,-0.044916201117,0.0,0.0,0.0,-0.0005,-0.0005,-0.0005,0.044416201117,0.044416201117,-0.0005
2008-10-01,-0.0,-0.000427715997,0.000427715997,-0.0,-0.0,-0.0,0.000427715997,0.000427715997,0.000427715997,0.000427715997,0.000427715997,0.000427715997
2008-10-02,-0.0,-0.037655113393,0.037655113393,-0.0,-0.0,-0.0,0.037655113393,0.037655113393,0.037655113393,0.037655113393,0.037655113393,0.037655113393
2008-10-03,-0.0,-0.014450867052,0.014450867052,-0.0,-0.0,-0.0,0.013950867052,0.013950867052,0.013950867052,0.014450867052,0.014450867052,0.014450867052
2008-10-06,-0.0,-0.049627791563,0.049627791563,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.049627791563,0.049627791563,0.049627791563
2008-10-07,-0.0,-0.045098504629,0.045098504629,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.045098504629,0.045098504629,0.045098504629
2008-10-08,-0.0,-0.024608501119,0.024608501119,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.024608501119,0.024608501119,0.024608501119
2008-10-09,-0.0,-0.069826707441,0.069826707441,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.069826707441,0.069826707441,0.069826707441
2008-10-10,-0.0,-0.023561643836,0.023561643836,-0.0005,-0.0005,-0.0005,-0.0,-0.0,-0.0,0.023561643836,0.023561643836,0.023561643836
2008-10-13,0.0,0.1411335578,-0.1411335578,-0.1411335578,-0.1411335578,-0.1411335578,0.0,0.0,0.0,-0.1411335578,-0.1411335578,-0.1411335578
2008-10-14,-0.0,-0.014261126137,0.014261126137,0.014261126137,0.014261126137,0.014261126137,-0.0,-0.0,-0.0,0.014261126137,0.014261126137,0.014261126137
2008-10-15,-0.0005,-0.098777750062,0.098777750062,0.098777750062,0.098777750062,0.098777750062,-0.0,-0.0,-0.0,0.098777750062,0.098777750062,0.098777750062
2008-10-16,-0.041793523388,0.041793523388,-0.041793523388,-0.041793523388,-0.041793523388,-0.041793523388,0.0,0.0,0.0,-0.041793523388,-0.041793523388,-0.041793523388
2008-10-17,0.007970244421,-0.007970244421,0.007970244421,0.007970244421,0.007970244421,0.007470244421,-0.0,-0.0,-0.0,0.007970244421,0.007970244421,0.007970244421
2008-10-20,-0.061060524906,0.061060524906,-0.061060524906,-0.061060524906,-0.061060524906,-0.0005,0.0,0.0,0.0,-0.061060524906,-0.061060524906,-0.061060524906
2008-10-21,0.031549722362,-0.031549722362,0.031549722362,0.031549722362,0.031549722362,0.031549722362,-0.0,-0.0,-0.0,0.031549722362,0.031549722362,0.031549722362
2008-10-22,0.058900182434,-0.058900182434,0.058900182434,0.058900182434,0.058900182434,0.058400182434,-0.0,-0.0,-0.0,0.058900182434,0.058900182434,0.058400182434
2008-10-23,-0.013846579895,0.013846579895,-0.013846579895,-0.013846579895,-0.013846579895,-0.0005,0.0,0.0,0.0,-0.013846579895,-0.013846579895,-0.0005
2008-10-24,0.053810434308,-0.053810434308,0.053810434308,0.053310434308,0.053310434308,0.053310434308,-0.0,-0.0,-0.0,0.053810434308,0.053810434308,0.053310434308
2008-10-27,0.036085450346,-0.036085450346,0.036085450346,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.036085450346,0.036085450346,-0.0005
2008-10-28,-0.12458820006,0.12458820006,-0.12458820006,0.0,0.0,0.0,0.0,0.0,0.0,-0.12458820006,-0.12458820006,-0.12458820006
2008-10-29,0.012516644474,-0.012516644474,0.012516644474,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012516644474,0.012516644474,0.012516644474
2008-10-30,-0.037216828479,0.037216828479,-0.037216828479,0.0,0.0,0.0,0.0,0.0,0.0,-0.037216828479,-0.037216828479,-0.037216828479
2008-10-31,-0.00598023921,0.00598023921,-0.00598023921,0.0,0.0,0.0,0.0,0.0,0.0,-0.00598023921,-0.00598023921,-0.0064802392100000005
2008-11-03,-0.002326182476,0.002326182476,-0.002326182476,0.0,0.0,0.0,0.0,0.0,0.0,-0.002326182476,-0.002326182476,-0.0005
2008-11-04,-0.034811758638,0.034811758638,-0.034811758638,0.0,0.0,0.0,0.0,0.0,0.0,-0.034811758638,-0.034811758638,-0.034811758638
2008-11-05,0.044603413905,-0.045103413905,0.045103413905,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.044603413905,0.044603413905,0.044603413905
2008-11-06,-0.0,-0.055845511482,0.055845511482,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-07,-0.0005,0.035102266446,-0.035102266446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-10,0.015254339119,-0.015754339119,0.015754339119,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-11,-0.0,-0.030927835052,0.030927835052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-12,-0.0,-0.044232922732,0.044232922732,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-13,-0.0005,0.063561804335,-0.063561804335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,0.050450151473,-0.050950151473,0.050950151473,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-17,-0.0,-0.012188044109,0.012188044109,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005,-0.0,-0.0
2008-11-18,0.0,0.01821386604,-0.01821386604,0.0,0.0,0.0,0.0,0.0,0.0,-0.01821386604,0.0,0.0
2008-11-19,-0.0,-0.062319676861,0.062319676861,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.061819676861,-0.0,-0.0
2008-11-20,-0.0,-0.079076923077,0.079076923077,-0.0005,-0.0005,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2008-11-21,0.0,0.05846976278,-0.05846976278,0.05846976278,0.05846976278,0.057969762779999996,0.0,0.0,0.0,-0.0005,-0.0005,-0.0005
2008-11-24,0.0,0.070707070707,-0.070707070707,0.070207070707,0.070207070707,0.0,0.0,0.0,0.0,-0.070707070707,-0.070707070707,-0.070707070707
2008-11-25,0.0,0.006191037736,-0.006191037736,-0.0005,0.0,0.0,0.0,0.0,0.0,-0.006191037736,-0.006191037736,-0.006191037736
2008-11-26,0.0,0.038675651919,-0.038675651919,-0.038675651919,-0.0005,0.0,0.0,0.0,0.0,-0.038675651919,-0.038675651919,-0.038675651919
2008-11-28,0.0,0.010155148096,-0.010155148096,-0.010155148096,-0.010155148096,0.0,0.0,0.0,0.0,-0.010155148096,-0.010155148096,-0.010155148096
2008-12-01,-0.0,-0.088802010612,0.088802010612,0.088302010612,0.088302010612,-0.0005,-0.0,-0.0,-0.0,0.088302010612,0.088302010612,0.088302010612
2008-12-02,0.0,0.040760036776,-0.040760036776,0.040260036776,0.040260036776,0.040260036776,0.0,0.0,0.0,-0.0005,-0.0005,-0.0005
2008-12-03,0.0,0.02296819788,-0.02296819788,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.02296819788,-0.02296819788,-0.02296819788
2008-12-04,-0.0,-0.024179620035,0.024179620035,-0.024179620035,-0.024179620035,-0.0005,-0.0,-0.0,-0.0,0.024179620035,0.024179620035,0.023679620034999998
2008-12-05,0.0,0.029498525074,-0.029498525074,0.029498525074,0.029498525074,0.029498525074,0.0,0.0,0.0,-0.029498525074,-0.029498525074,-0.0005
2008-12-08,0.0,0.036962750716,-0.036962750716,0.036962750716,0.036962750716,0.036462750716,0.0,0.0,0.0,-0.036962750716,-0.036962750716,-0.036962750716
2008-12-09,-0.0,-0.016855484941,0.016855484941,-0.016855484941,-0.016855484941,-0.0005,-0.0,-0.0,-0.0,0.016855484941,0.016855484941,0.016355484941
2008-12-10,0.0,0.007026419337,-0.007026419337,0.007026419337,0.007026419337,0.007026419337,0.0,0.0,0.0,-0.007026419337,-0.007026419337,0.0
2008-12-11,-0.0,-0.023164945576,0.023164945576,-0.023164945576,-0.023164945576,-0.023164945576,-0.0,-0.0,-0.0,0.023164945576,0.023164945576,-0.0
2008-12-12,0.0,0.012571428571,-0.012571428571,0.012571428571,0.012571428571,0.012571428571,0.0,0.0,0.0,-0.012571428571,-0.012571428571,0.0
2008-12-15,-0.0,-0.014390519187,0.014390519187,-0.014390519187,-0.014390519187,-0.014390519187,-0.0,-0.0,-0.0,0.014390519187,0.013890519187,-0.0
2008-12-16,0.0,0.046092184369,-0.046092184369,0.046092184369,0.046092184369,0.046092184369,0.0,0.0,0.0,-0.046092184369,-0.0005,0.0
2008-12-17,-0.0,-0.010125889436,0.010125889436,-0.010125889436,-0.010125889436,-0.010125889436,-0.0,-0.0,-0.0,0.010125889436,0.010125889436,-0.0
2008-12-18,-0.0,-0.009676527509,0.009676527509,-0.009676527509,-0.009676527509,-0.009676527509,-0.0,-0.0,-0.0,0.009676527509,0.009676527509,-0.0
2008-12-19,-0.0,-0.006432160804,0.006432160804,-0.006432160804,-0.006432160804,-0.006932160804,-0.0,-0.0,-0.0,0.006432160804,0.006432160804,-0.0
2008-12-22,-0.0,-0.01134751773,0.01134751773,-0.01134751773,-0.01184751773,-0.0,-0.0,-0.0,-0.0,0.01134751773,0.01134751773,-0.0
2008-12-23,-0.0,-0.014634146341,0.014634146341,-0.014634146341,-0.0,-0.0,-0.0,-0.0,-0.0,0.014634146341,0.014634146341,-0.0
2008-12-24,0.0,0.00757134537,-0.00757134537,0.00757134537,-0.0005,0.0,0.0,0.0,0.0,-0.00757134537,-0.00807134537,0.0
2008-12-26,0.0,0.004624277457,-0.004624277457,0.004624277457,0.0041242774569999995,0.0,0.0,0.0,0.0,-0.004624277457,0.0,0.0
2008-12-29,0.0,0.001726121979,-0.001726121979,0.001726121979,-0.0005,0.0,0.0,0.0,0.0,-0.001726121979,0.0,0.0
2008-12-30,0.0,0.020390580126,-0.020390580126,0.020390580126,0.019890580126,0.0,0.0,0.0,0.0,-0.020390580126,-0.0005,0.0
2008-12-31,0.0,0.01322825781,-0.01322825781,0.012728257809999999,0.0,0.0,0.0,0.0,0.0,-0.01322825781,-0.01322825781,0.0
2009-01-02,0.0,0.028333333333,-0.028333333333,-0.0005,0.0,0.0,0.0,0.0,0.0,-0.028333333333,-0.028333333333,0.0
2009-01-05,0.0,0.002160994057,-0.002160994057,-0.002660994057,0.0,0.0,0.0,0.0,0.0,-0.002160994057,-0.002160994057,0.0
2009-01-06,0.0,0.003234501348,-0.003234501348,0.0,0.0,0.0,0.0,0.0,0.0,-0.003234501348,-0.0037345013480000002,0.0
2009-01-07,-0.0,-0.027135948415,0.027135948415,-0.0005,-0.0005,-0.0,-0.0,-0.0,-0.0,0.026635948415,-0.0,-0.0
2009-01-08,0.0,0.001657000829,-0.001657000829,0.001157000829,0.001157000829,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0
2009-01-09,-0.0,-0.023435346016,0.023435346016,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,0.022935346016,-0.0,-0.0
2009-01-12,-0.0,-0.01976284585,0.01976284585,-0.01976284585,-0.0005,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-13,0.0,0.000576036866,-0.000576036866,0.000576036866,0.000576036866,7.603686600000004e-05,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-14,-0.0,-0.033103051238,0.033103051238,-0.033103051238,-0.033103051238,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-15,-0.0,-0.000595415302,0.000595415302,-0.000595415302,-0.000595415302,-0.000595415302,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-16,0.0,0.011021745606,-0.011021745606,0.011021745606,0.011021745606,0.010521745606,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-20,-0.0,-0.050088391279,0.050088391279,-0.050088391279,-0.050088391279,-0.0005,-0.0,-0.0,-0.0,-0.0005,-0.0005,-0.0
2009-01-21,0.0,0.038151364764,-0.038151364764,0.038151364764,0.037651364764,0.037651364764,0.0,0.0,0.0,0.037651364764,0.037651364764,0.0
2009-01-22,-0.0,-0.013444876008,0.013444876008,-0.013444876008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-23,-0.0,-0.002422774076,0.002422774076,-0.002422774076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-26,0.0,0.008803885853,-0.008803885853,0.008803885853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-27,0.0,0.010231718327,-0.010231718327,0.009731718327,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0
2009-01-28,0.0,0.038427167113,-0.038427167113,-0.0005,0.0,0.0,0.0,0.0,0.0,-0.038927167113000004,0.0,0.0
2009-01-29,-0.0,-0.032989099254,0.032989099254,0.032489099254,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-01-30,-0.0,-0.024028478196,0.024028478196,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-02,-0.0,-0.001519756839,0.001519756839,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0005,-0.0,-0.0
2009-02-03,0.0,0.012480974125,-0.012480974125,0.0,0.0,0.0,0.0,0.0,0.0,-0.012480974125,0.0,0.0
2009-02-04,-0.0,-0.002104630186,0.002104630186,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.002104630186,-0.0,-0.0
2009-02-05,0.0,0.012955709551,-0.012955709551,0.0,0.0,0.0,0.0,0.0,0.0,-0.012955709551,0.0,0.0
2009-02-06,0.0,0.03242117787,-0.03242117787,0.0,0.0,0.0,0.0,0.0,0.0,-0.03292117787,0.0,0.0
2009-02-09,-0.0,-0.003169115529,0.003169115529,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-10,-0.0,-0.043930635838,0.043930635838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-11,0.0,0.005441354293,-0.005441354293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-12,0.0,0.004810583283,-0.004810583283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,-0.0,-0.01855176541,0.01855176541,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-17,-0.0,-0.042073170732,0.042073170732,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-18,-0.0,-0.007638446849,0.007638446849,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-19,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,-0.0,-0.012828736369,0.012828736369,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-23,-0.0,-0.0318388564,0.0318388564,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-24,0.0,0.031879194631,-0.031879194631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-25,-0.0,-0.009430894309,0.009430894309,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-26,-0.0,-0.012475377544,0.012475377544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-02-27,-0.0,-0.023603723404,0.023603723404,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-02,-0.0,-0.039155600953,0.039155600953,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-03,-0.0,-0.022678951099,0.022678951099,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-04,0.0,0.027556200145,-0.027556200145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,-0.0,-0.031757233592,0.031757233592,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-06,0.0,0.002551020408,-0.002551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-09,-0.0,-0.017084696474,0.017084696474,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-10,0.0,0.059171597633,-0.059171597633,0.058671597633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-11,0.0,0.006284916201,-0.006284916201,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-12,0.0,0.043025676613,-0.043025676613,-0.043025676613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-13,0.0,0.008316699933,-0.008316699933,-0.008316699933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-16,-0.0,-0.000659848235,0.000659848235,0.00015984823500000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-17,0.0,0.02839220865,-0.02839220865,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-18,0.0,0.02150882825,-0.02150882825,-0.02200882825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-19,-0.0,-0.014142049026,0.014142049026,-0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-20,0.0,0.006566783551,-0.006566783551,0.006566783551,-0.0005,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-23,0.0,0.06969895288,-0.06969895288,0.06969895288,0.06919895288,0.06919895288,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-24,-0.0,-0.016824717039,0.016824717039,-0.017324717039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-25,0.0,0.00591163659,-0.00591163659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-26,0.0,0.023507578101,-0.023507578101,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,-0.0,-0.013599274705,0.013599274705,0.013599274705,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-30,-0.0,-0.038909313725,0.038909313725,0.038409313725,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-03-31,0.0,0.013388587823,-0.013388587823,0.013388587823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.018244731047,-0.018244731047,0.018244731047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-02,0.0,0.032437442076,-0.032437442076,0.031937442076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,0.0,0.005984440455,-0.005984440455,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-06,-0.0,-0.011897679952,0.011897679952,0.011397679951999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-07,-0.0,-0.019867549669,0.019867549669,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-08,0.0,0.010442260442,-0.010442260442,-0.0005,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-09,0.0,0.036474164134,-0.036474164134,-0.036474164134,-0.036474164134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-13,0.0,0.001759530792,-0.001759530792,-0.001759530792,-0.001759530792,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-14,-0.0,-0.016100702576,0.016100702576,0.016100702576,0.016100702576,0.015600702575999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-15,0.0,0.009818506397,-0.009818506397,-0.009818506397,-0.009818506397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-16,0.0,0.015321154979,-0.015321154979,-0.015321154979,-0.015321154979,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,0.0,0.006094022055,-0.006094022055,-0.006094022055,-0.006094022055,-0.006094022055,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-20,-0.0,-0.0389385636,0.0389385636,0.0389385636,0.038438563599999996,0.038438563599999996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-21,0.0,0.017707082833,-0.017707082833,-0.017707082833,-0.0005,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-22,-0.0,-0.012680625184,0.012680625184,0.012680625184,0.012680625184,0.012180625184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-23,0.0,0.01403823178,-0.01403823178,-0.01403823178,-0.01403823178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,0.0,0.020913107511,-0.020913107511,-0.020913107511,-0.020913107511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-27,-0.0,-0.011252163878,0.011252163878,0.011252163878,0.011252163878,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2009-04-28,-0.0,-0.00583600817,0.00583600817,0.00583600817,0.00583600817,-0.0,-0.0005,-0.0005,-0.0,-0.0,-0.0,-0.0
2009-04-29,0.0,0.020252421485,-0.020252421485,-0.020252421485,-0.020252421485,-0.0005,-0.020252421485,-0.020252421485,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.001150747986,-0.001150747986,-0.001150747986,-0.001150747986,-0.001150747986,-0.001150747986,-0.001150747986,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.006896551724,-0.006896551724,-0.006896551724,-0.006896551724,-0.007396551724,-0.006896551724,-0.006896551724,0.0,0.0,0.0,0.0
2009-05-04,0.0,0.03053652968,-0.03053652968,-0.03053652968,-0.03053652968,-0.0005,-0.03053652968,-0.03053652968,-0.0005,0.0,0.0,0.0
2009-05-05,0.0,0.000830794794,-0.000830794794,-0.000830794794,-0.000830794794,-0.000830794794,-0.000830794794,-0.000830794794,-0.000830794794,0.0,0.0,0.0
2009-05-06,0.0,0.015218594355,-0.015218594355,-0.015218594355,-0.015218594355,-0.015218594355,-0.015218594355,-0.015218594355,-0.015218594355,0.0,0.0,0.0
2009-05-07,-0.0,-0.011174707005,0.011174707005,0.011174707005,0.011174707005,0.011174707005,0.011174707005,0.011174707005,0.011174707005,-0.0,-0.0,-0.0
2009-05-08,0.0,0.019570011025,-0.020070011025,-0.019570011025,-0.019570011025,-0.019570011025,-0.019570011025,-0.019570011025,-0.019570011025,0.0,0.0,0.0
2009-05-11,-0.0,-0.01703163017,-0.01753163017,0.01703163017,0.01703163017,0.01703163017,0.01703163017,0.01703163017,0.01703163017,-0.0,-0.0,-0.0
2009-05-12,-0.0,-0.002475247525,0.002475247525,0.002475247525,0.002475247525,0.002475247525,0.002475247525,0.002475247525,0.002475247525,-0.0,-0.0,-0.0
2009-05-13,-0.0,-0.023711055969,0.023711055969,0.023711055969,0.023711055969,0.023711055969,0.023711055969,0.023711055969,0.023711055969,-0.0,-0.0,-0.0
2009-05-14,0.0,0.0048009037,-0.0048009037,-0.0048009037,-0.0048009037,-0.0048009037,-0.0048009037,-0.0048009037,-0.0048009037,0.0,0.0,0.0
2009-05-15,-0.0,-0.00730747611,0.00730747611,0.00730747611,0.00730747611,0.00730747611,0.00730747611,0.00730747611,0.00730747611,-0.0,-0.0,-0.0
2009-05-18,0.0,0.02718006795,-0.02718006795,-0.02718006795,-0.02718006795,-0.02718006795,-0.02718006795,-0.02718006795,-0.02718006795,0.0,0.0,0.0
2009-05-19,-0.0,-0.000551267916,0.000551267916,0.000551267916,0.000551267916,0.000551267916,0.000551267916,0.000551267916,0.000551267916,-0.0,-0.0,-0.0
2009-05-20,-0.0,-0.007170435742,0.007170435742,0.007170435742,0.007170435742,0.007170435742,0.007170435742,0.007170435742,0.007170435742,-0.0,-0.0,-0.0
2009-05-21,-0.0,-0.0125,0.0125,0.0125,0.0125,0.012,0.0125,0.0125,0.0125,-0.0,-0.0,-0.0
2009-05-22,-0.0,-0.004219409283,0.004219409283,0.004219409283,0.004219409283,-0.0,0.004219409283,0.004219409283,0.004219409283,-0.0,-0.0,-0.0
2009-05-26,0.0,0.026836158192,-0.027336158192000002,-0.026836158192,-0.026836158192,0.0,-0.026836158192,-0.026836158192,-0.026836158192,0.0,0.0,0.0
2009-05-27,-0.0,-0.01788170564,-0.01838170564,0.01788170564,0.017381705639999998,-0.0,0.01788170564,0.01788170564,0.01788170564,-0.0,-0.0,-0.0
2009-05-28,0.0,0.014005602241,-0.014505602241,-0.014005602241,-0.0005,0.0,-0.014005602241,-0.014005602241,-0.014005602241,0.0,0.0,0.0
2009-05-29,0.0,0.014364640884,0.014364640884,-0.014364640884,-0.014364640884,-0.0005,-0.014364640884,-0.014364640884,-0.014364640884,0.0,0.0,0.0
2009-06-01,0.0,0.022875816993,0.022875816993,-0.022875816993,-0.022875816993,-0.022875816993,-0.022875816993,-0.022875816993,-0.022875816993,0.0,0.0,0.0
2009-06-02,0.0,0.003727369542,0.003727369542,-0.003727369542,-0.003727369542,-0.003727369542,-0.003727369542,-0.003727369542,-0.003727369542,0.0,0.0,0.0
2009-06-03,-0.0,-0.011405835544,-0.011405835544,0.011405835544,0.011405835544,0.010905835543999999,0.011405835544,0.011405835544,0.011405835544,-0.0,-0.0,-0.0
2009-06-04,0.0,0.009390931044,0.009390931044,-0.009390931044,-0.009390931044,0.0,-0.009390931044,-0.009390931044,-0.009390931044,0.0,0.0,0.0
2009-06-05,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
2009-06-08,-0.0,-0.001860712387,-0.001860712387,0.001860712387,0.001860712387,-0.0005,0.001860712387,0.001860712387,0.001860712387,-0.0,-0.0,-0.0
2009-06-09,0.0,0.000798934754,0.000798934754,-0.000798934754,-0.000798934754,-0.000798934754,-0.000798934754,-0.000798934754,-0.000798934754,0.0,0.0,0.0
2009-06-10,0.0,0.001064395955,0.001064395955,-0.001064395955,-0.001064395955,-0.001064395955,-0.001064395955,-0.001064395955,-0.001064395955,0.0,0.0,0.0
